Date,Assigned,Company / Account,Contact,Specialty,Activity Type,Internal Provider,Status,Provider NPI,Full Address,Full Comments,Latitude,Longitude,Corrected Address,AffiliationCorrection,Correctiondate,Affiliation,IPA,GeoAccuracy,,NYG,,
11/17/25,Neil Foley,Brook Haven Heart - New Hyde Park,Deepu Koshy Alexander,,Office Visit (Non-Provider),,Closed Completed,1275728560,"1710 Lakeville Rd, New Hyde Park, New York 11040",Stopped by the office the doctor was busy doing stress tests all day. I left them a folder with all of our providers and all of the cancers and infusions that we do in new Hyde Park. Left on my business card to schedule any referrals.,40.7437901,-73.6937768,"1710 Lakeville Road, Village of New Hyde Park, NY 11040, United States of America",,,Brook Haven Heart - New Hyde Park,,1,,0,,
11/17/25,Dulce Perello,New York Cancer and Blood Specialist - Nostrand Ave,NYEMBEZI DHLIWAYO,Medical Oncology,"Not in person Communication (email, phone, text)",,Closed Completed,1275023574,"2236 Nostrand Avenue, Brooklyn, New York 11210",Invited Dr. Dhliwayo to the Annual Somos Gala.,40.6301451,-73.94799168,"2236 Nostrand Avenue, New York, NY 11210, United States of America",,,New York Cancer and Blood Specialist - Nostrand Ave,,1,,0,,
11/17/25,Neil Foley,Advanced Internal Medicine,Daniel D Refoua,,Office Visit (Non-Provider),,Closed Completed,1598146383,"935 Northern Blvd Ste 105, Great Neck, New York 11021",Spoke to the office manager they sent us a ton of patients to Dr. Aghalar. Still have yet to meet them. They were busy with patients today no problems with service.,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,Advanced Internal Medicine,,0.25,,0,,
11/17/25,Dulce Perello,Community Healthcare Network - Nostrand,Jay Varma,Multi-Specialty,Office Visit (Provider),,Closed Completed,1487762704,"1167 Nostrand Avenue, Brooklyn, New York 11225","Went with Dr. Gohari, Zoe Yang, and Ramon Banks to the Meet and Greet at Community Healthcare Network Nostrand Ave Location. Met with Rosany, Ref manager, who invited us to all the Meet and Greets. Met Dr. Jay Varma, who is the Medical Director, Dr. Taisha Benjamin, who is Chief Medical Office for Ped, Dr. Keisha Barry, and Dr. Jessica . We spoke about our HEM/ONC, woman's imaging, and low dose radiation therapy. Also spoke about our insurances. Great meeting in which we were able to answer questions and exchanged numbers. They are happy with us so far, we should Definity see more from this group.",40.65898055,-73.95017002,"1167 Nostrand Avenue, New York, NY 11225, United States of America",Community Care,3/19/2026,Community Care,,1,,0,,
11/17/25,Neil Foley,Inderpal Singh Chhabra MD,Dalbir Chhabra,Family Medicine,Office Visit (Provider),,Closed Completed,1942276100,"26619 Union Tpke, New Hyde Park, New York 11040","Spoke with Dr. Chhabra and his wife, no problems getting patient in. They primarily send to Dr. Wasil and have a strong relationship with him. They did say they have trouble sometimes receiving radiology reports. We?ll have Brian stop by and possibly set them up with a portal.",40.754102,-73.688178,"1596 Union Turnpike, New Hyde Park, NY 11040, United States of America",,,Inderpal Singh Chhabra MD,,0.5,,0,,
11/17/25,Tara Coleman,NYU Langone * - E Patchogue - Hospital Rd Ste 201,Parag Mehta,,Office Visit (Provider),,Closed Completed,1306811260,"100 Hospital Rd Ste 201, E Patchogue, New York 11772","Dr. Syali asked me to schedule a dinner with NYU Gastro, surg onc and our Oncologist, stopped by and spoke about tentative dates. He will be in touch.",40.77968855,-72.97891847,"100 Hospital Road, East Patchogue, NY 11772, United States of America",,,NYU Langone * - E Patchogue - Hospital Rd Ste 201,,1,,0,,
11/17/25,Neil Foley,Inderpal Singh Chhabra MD,Inderpal Singh Chhabra,Family Medicine,Office Visit (Provider),,Closed Completed,1497754881,"26619 Union Tpke, New Hyde Park, New York 11040","Spoke with Dr. Chhabra and his wife, no problems getting patient in. They primarily send to Dr. Wasil and have a strong relationship with him. They did say they have trouble sometimes receiving radiology reports. We?ll have Brian stop by and possibly set them up with a portal.",40.754102,-73.688178,"1596 Union Turnpike, New Hyde Park, NY 11040, United States of America",,,Inderpal Singh Chhabra MD,,0.5,,0,,
11/17/25,Neil Foley,Quality medical provider,Fatima Khan,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1962192583,"8900 Van Wyck Expy, Jamaica, New York 11418",Spoke with the office manager she sends to Dr. Wasil when anything comes up. Let her know she can contact me for any quicker referrals.,40.6996596,-73.816046,"8900 Van Wyck Expressway, New York, NY 11418, United States of America",,,Quality medical provider,,1,,0,,
11/17/25,Neil Foley,Catholic health ambulatory center - Pulmonologist,Jeffrey M Wolf,Pulmonology,Office Visit (Provider),,Closed Completed,1164460952,"233 E Shore Rd Ste 112, Great Neck, New York 11023","Spoke with the office staff the office manager, and Dr. Wolfe were not in the office today. Promoted new Hyde Park and promoted low-dose CT.",40.7954939,-73.71325173,"233 East Shore Road, Village of Great Neck, NY 11023, United States of America",,,Catholic health ambulatory center - Pulmonologist,,1,,0,,
11/17/25,Neil Foley,Quality medical provider,Syed Ahmed Quadri,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1295132900,"8647 164th St, Jamaica, New York 11432",Spoke with the office manager she sends to Dr. Wasil when anything comes up. Let her know she can contact me for any quicker referrals.,40.7058787,-73.796162,"8647 164th Street, New York, NY 11432, United States of America",,,Quality medical provider,,1,,0,,
11/17/25,Neil Foley,Advanced Internal Medicine,Shahram Daniel Shamekh,,Office Visit (Non-Provider),,Closed Completed,1063468627,"935 Northern Blvd Ste 105, Great Neck, New York 11021",Spoke to the office manager they sent us a ton of patients to Dr. Aghalar. Still have yet to meet them. They were busy with patients today no problems with service.,40.80234,-73.734888,"North Hempstead (Great Neck), NY, United States of America",,,Advanced Internal Medicine,,0.25,,0,,
11/17/25,Ramon Banks,Community Healthcare Network - Nostrand,Jessica Roberte Christolin-joseph,Multi-Specialty,Office Visit (Provider),,Closed Completed,1952920142,"450 Clarkson Ave, Brooklyn, New York 11203","Meet and Greet. great opportunity, Director mention more referrals our way. Dr Gohari was excellent",40.6553702,-73.9450773,"450 Clarkson Avenue, New York, NY 11203, United States of America",Community Care,3/19/2026,Community Care,,1,,0,,
11/17/25,Ramon Banks,Community Healthcare Network - Nostrand,Taisha Lashon Benjamin,Multi-Specialty,Office Visit (Provider),,Closed Completed,1124297122,"1167 Nostrand Ave, Brooklyn, New York 11225","Meet and Greet. great opportunity, Director mention more referrals our way. Dr Gohari was excellent",40.65898055,-73.95017002,"1167 Nostrand Avenue, New York, NY 11225, United States of America",,,Community Healthcare Network - Nostrand,,1,,0,,
11/17/25,Ramon Banks,Community Healthcare Network - Nostrand,Keisha Barry,Multi-Specialty,Office Visit (Provider),,Closed Completed,1245769207,"1167 Nostrand Avenue, Brooklyn, New York 11225","Meet and Greet. great opportunity, Director mention more referrals our way. Dr Gohari was excellent",40.65898055,-73.95017002,"1167 Nostrand Avenue, New York, NY 11225, United States of America",Community Care,3/19/2026,Community Care,,1,,0,,
11/17/25,Ramon Banks,"Slavin, Martin, Office - Brooklyn - E 66th St Fl 1",Martin Slavin,,Office Visit (Non-Provider),,Closed Completed,1508853672,"1583 E 66th St Fl 1, Brooklyn, New York 11234",Office was closed,40.617533,-73.9109148,"1583 East 66th Street, New York, NY 11234, United States of America",,,"Slavin, Martin, Office - Brooklyn - E 66th St Fl 1",,1,,0,,
11/17/25,Ramon Banks,Boro Park Medical *,Josif Sholomon,,Office Visit (Non-Provider),,Closed Completed,1548261811,"1379 54th St Apt 1, Brooklyn, New York 11219",Introduction,40.63116895,-73.99299627,"1379 54th Street, New York, NY 11219, United States of America",Boro Park Medical,9/20/2024,Boro Park Medical,,1,,0,,
11/17/25,Ramon Banks,New York Cancer and Blood Specialist - Nostrand Ave,Pouyan Gohari,Medical Oncology,Office Visit (Provider),,Closed Completed,1629210141,"215 E 95th St, New York, New York 10128",Meet and greet with Gohari at Community Healthcare Network,40.7841973,-73.9487388,"215 East 95th Street, New York, NY 10128, United States of America",NYCBS,3/20/2026,NYCBS,,1,,0,,
11/17/25,Ramon Banks,"Karibandi Family Practice, Pc",Rama Krishna Veera Karibandi,,Office Visit (Non-Provider),,Closed Completed,1982760567,"471 Hart St, Brooklyn, New York 11221",Introduction,40.69522,-73.93182893,"471 Hart Street, New York, NY 11221, United States of America",,,"Karibandi Family Practice, Pc",,1,,0,,
11/17/25,Ramon Banks,"Lederman, Elliott C, Medical Group",Elliot Charles Lederman,,Office Visit (Provider),,Closed Completed,1134284284,"1013 Avenue J, Brooklyn, New York 11230",W. Dr states he is happy with our services,40.625045,-73.96558819,"1013 Avenue J, New York, NY 11230, United States of America",,4/1/2025,"Lederman, Elliott C, Medical Group",Somos,1,,0,,
11/17/25,Ramon Banks,Vantage Surgery,Brian Hall,General Practice,Office Visit (Non-Provider),,Closed Completed,1942288360,"2101 Avenue X, Brooklyn, New York 11235",Introduction,40.593024,-73.948854,"2101 Ave X, New York, NY 11235, United States of America",,,Vantage Surgery,,1,,0,,
11/17/25,Ramon Banks,Community Healthcare Network - Nostrand,Jay Varma,Multi-Specialty,Office Visit (Provider),,Closed Completed,1487762704,"1167 Nostrand Avenue, Brooklyn, New York 11225","Meet and Greet. great opportunity, Director mention more referrals our way. Dr Gohari was excellent",40.65898055,-73.95017002,"1167 Nostrand Avenue, New York, NY 11225, United States of America",Community Care,3/19/2026,Community Care,,1,,0,,
11/17/25,Ramon Banks,Perloff Medical Pc,Irene Perloff,,Office Visit (Non-Provider),,Closed Completed,1982699773,"2626 E 14th St Ste 204, Brooklyn, New York 11235","Spoke with OM, office needs Imaging portal access. will send requested info today",40.5873355,-73.9553282,"2626 East 14th Street, New York, NY 11235, United States of America",,,Perloff Medical Pc,,1,,0,,
11/18/25,Tara Coleman,Long Island Digestive Disease Consultants - East Setauket,Neva Castro,,Office Visit (Non-Provider),,Closed Completed,1386025385,"3400 Nesconset Hwy Ste 101, East Setauket, New York 11733",New office in wading river! popped in to say hello! I dont expect this location to send high volume as this group is NW and they have there own Med Oncs down the road but still wanted to check in as well have a very close relationship with the whole group in Setauket for many years.,40.8977383,-73.08532693,"3400 Nesconset Highway, Terryville, NY 11733, United States of America",,8/22/2024,Long Island Digestive Disease Consultants - East Setauket,,1,,0,,
11/18/25,Dulce Perello,Community Healthcare Network - South Bronx,Sharon L Griffith,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1396778221,"1167 Nostrand Ave, Brooklyn, New York 11225","Went to the South Bronx Ribbon cutting event at Community Healthcare Network. Met Rufsana Hussain, center manager. Provided her info on our Bronx location and my contact. She let me know Rebecca Green is the Regional Director. Pending me going to their meet and greet on 12/12/25 to speak with her providers.",40.65898055,-73.95017002,"1167 Nostrand Avenue, New York, NY 11225, United States of America",Community Care,3/19/2026,Community Care,,1,,0,,
11/18/25,Tara Coleman,Catholic Health Riverhead,Elizabeth Post White-fricker,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1396982252,", ,  ","Checking in to meet Dr. O'Donaghue, MD wasnt in but got to connect with the FD and coordinator, coordinator expressed there are long hold times when scheduling, told them I'm here to help!! Asked them to call me w STAT or urgent needs, Staff was excited to here this told them I'd get everything scheduled and save them time on the phone. If volume is high I'll loop in Paul to give out NP email.",,,,,,Catholic Health Riverhead,,,,0,,
11/18/25,Dulce Perello,Community Healthcare Network - South Bronx,Anthony Carney,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1952921629,"1002 Westchester Avenue, The Bronx, New York 10459","Went to the South Bronx Ribbon cutting event at Community Healthcare Network. Met Rufsana Hussain, center manager. Provided her info on our Bronx location and my contact. She let me know Rebecca Green is the Regional Director. Pending me going to their meet and greet on 12/12/25 to speak with her providers.",40.823585,-73.89353,"1002 Westchester Avenue, New York, NY 10459, United States of America",,,Community Healthcare Network - South Bronx,,1,,0,,
11/18/25,Tara Coleman,DO not use* stop creating doubles! NYU Langone * - Middle Island,Heba Zaher,,Office Visit (Non-Provider),,Closed Completed,#N/A,,"Visiting new site to say hello, spoke with OM refreshed w business cards, no issues or questions. Made them VIP callers a few years ago which has worked out nicely fixing there previous issues.",,,,,,DO not use* stop creating doubles! NYU Langone * - Middle Island,,,,0,,
11/18/25,Dulce Perello,Jerome Medical PC,Amy Brown,Family Medicine,Office Visit (Provider),,Closed Completed,1205508843,"7404 5th Ave, Brooklyn, New York 11209","Was able to give both doctors their Holiday Gift basket, I thanked them for trusting us with their pts.",40.63027485,-74.02263987,"7404 5th Avenue, New York, NY 11209, United States of America",,,Jerome Medical PC,,1,,0,,
11/18/25,Tara Coleman,Long Island Digestive Disease Consultants - East Setauket,Howard Adam Keschner,,Office Visit (Non-Provider),,Closed Completed,1871551879,"3400 Nesconset Hwy Ste 101, East Setauket, New York 11733",New office in wading river! popped in to say hello! I dont expect this location to send high volume as this group is NW and they have there own Med Oncs down the road but still wanted to check in as well have a very close relationship with the whole group in Setauket for many years.,40.8977383,-73.08532693,"3400 Nesconset Highway, Terryville, NY 11733, United States of America",,,Long Island Digestive Disease Consultants - East Setauket,,1,,0,,
11/18/25,Dulce Perello,"Advantage Care Physician- Southern Blvd, Bronx",Main Uddin,General Practice,Office Visit (Non-Provider),,Closed Completed,1386999035,"210 E 64th St, New York, New York 10065","Left holiday wine basket with Luca, office manager, for Dr Abdul and Dr Uddin. I also sent them each a message.",40.7639659,-73.96320215,"210 East 64th Street, New York, NY 10065, United States of America",ACPNY,3/31/2026,ACPNY,,1,,0,,
11/18/25,Tara Coleman,Catholic Health Riverhead,Bellamy Brook,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1477511749,", ,  ","Checking in to meet Dr. O'Donaghue, MD wasnt in but got to connect with the FD and coordinator, coordinator expressed there are long hold times when scheduling, told them I'm here to help!! Asked them to call me w STAT or urgent needs, Staff was excited to here this told them I'd get everything scheduled and save them time on the phone. If volume is high I'll loop in Paul to give out NP email.",,,,,,Catholic Health Riverhead,,,,0,,
11/18/25,Dulce Perello,Persaud Medical Pc - S Richmond Hl,Devicka Persaud,,"Not in person Communication (email, phone, text)",,Closed Completed,1801965371,"11512 Liberty Ave, S Richmond Hl, New York 11419",Received ref for Stat URO app for Dr Devika family member. They had reached out to Umar and he asked me to help. I was able to get pt in star,40.6857944,-73.8272442,"11512 Liberty Avenue, New York, NY 11419, United States of America",,4/1/2025,Persaud Medical Pc - S Richmond Hl,,0.81,,0,,
11/18/25,Neil Foley,"Ezzi, Nisreen, Office",Nisreen J Ezzi,,Office Visit (Provider),,Closed Completed,1912231010,"341 Jerusalem Ave, Hicksville, New York 11801",Followed up on a referral that was sent last week. Talk was super busy and wasn?t able to speak with me left more cards for Dr. Thacker.,40.754214,-73.520335,"341 Jerusalem Avenue, Hicksville, NY 11801, United States of America",,,"Ezzi, Nisreen, Office",,1,,0,,
11/18/25,Dulce Perello,Horizon Family Medical Group - Florida,Victoria Hope Avidano,,"Not in person Communication (email, phone, text)",,Closed Completed,1427712041,"21 Edward J Lempka Dr, Florida, New York 10921",Dr Avidano reached out about needing a pt seen for hem consultation.,41.33989605,-74.35898991,"21 Edward J Lempka Drive, Goshen, NY 10921, United States of America",,,Horizon Family Medical Group - Florida,,0.9,,0,,
11/18/25,Neil Foley,Amityville Medical Care - Bethpage,Michelle Shubovich,,Office Visit (Non-Provider),,Closed Completed,1033881404,"7907 Metropolitan Ave, Middle Vlg, New York 11379",Promoted thakke,40.713243,-73.8735628,"7907 Metropolitan Avenue, New York, NY 11379, United States of America",,,Amityville Medical Care - Bethpage,,0.7125,,0,,
11/18/25,Dulce Perello,"Advantage Care Physician- Southern Blvd, Bronx",Shania Tamara Rivera,General Practice,Office Visit (Provider),,Closed Completed,1437578424,"3400 Bainbridge Ave, Bronx, New York 10467","Met NP OBGYN Rivera Spoke about our services in Bronx, breast , infusion, promoted Hopgood, She send me a pt while I was there for Breast surgery.",40.8801181,-73.8786595,"3400 Bainbridge Avenue, New York, NY 10467, United States of America",,,"Advantage Care Physician- Southern Blvd, Bronx",,1,,0,,
11/18/25,Neil Foley,Advanced Urology Centers Of New York - Bethpage,Paul A Peller,,Office Visit (Non-Provider),,Closed Completed,1740243674,"480 Hicksville Rd, Bethpage, New York 11714",I stopped by to try and resolve their all scripts pop and they were having. Got the office manager?s email and emailed her a full list of our providers so they can email IT and get this problem fixed.,40.73803715,-73.49435777,"480 Hicksville Road, Bethpage, NY 11714, United States of America",,,Advanced Urology Centers Of New York - Bethpage,,1,,0,,
11/18/25,Dulce Perello,Community Healthcare Network - Jamaica,Kelly Horn,Multi-Specialty,"Not in person Communication (email, phone, text)",,Closed Completed,1699730580,"9004 161st St Fl 5, Jamaica, New York 11432",Dr. Horn sent me email on an billing issue with one of her patient. I forwarded to our billing team to investigate. Will get back to Dr. Horn.,40.7061157,-73.79981241,"9004 161st Street, New York, NY 11432, United States of America",Community Care,3/19/2026,Community Care,,0.5,,0,,
11/18/25,Neil Foley,Wedrivehealth,Melissa Jean Fontilus,Internal Medicine,Office Visit (Provider),,Closed Completed,1891379103,"2200 Northern Blvd, Greenvale, New York 11548",Spoke with Melissa the nurse practitioner she sent us a few referrals directly to me so I wanted to pop in and just introduce myself. Let them know that they can still do that and just ask how services have been,40.80596975,-73.63500303,"2200 Northern Boulevard, Greenvale, NY 11548, United States of America",,,Wedrivehealth,,1,,0,,
11/18/25,Dulce Perello,Community Healthcare Network - South Bronx,Emily Bartlett,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1083208557,"511 W 157th St, New York, New York 10032","Went to the South Bronx Ribbon cutting event at Community Healthcare Network. Met Rufsana Hussain, center manager. Provided her info on our Bronx location and my contact. She let me know Rebecca Green is the Regional Director. Pending me going to their meet and greet on 12/12/25 to speak with her providers.",40.833239,-73.9426093,"Community Healthcare Network, 511 West 157th Street, New York, NY 10032, United States of America",,,Community Healthcare Network - South Bronx,,1,,0,,
11/18/25,Neil Foley,NYU Langone * - Bethpage - Central Ave,Christina Mary Johnson Skariah,,Office Visit (Non-Provider),,Closed Completed,1518587476,"185 Central Ave, Bethpage, New York 11714",Promoted Dr Thakker,40.7356671,-73.47505092,"185 Central Avenue, Bethpage, NY 11714, United States of America",NYU Langone,9/18/2024,NYU Langone,,1,,0,,
11/18/25,Dulce Perello,Jerome Medical PC,Emmanuella Paul,Family Medicine,Office Visit (Provider),,Closed Completed,1518018498,"133 Morningside Ave, New York, New York 10027","Was able to give both doctors their Holiday Gift basket, I thanked them for trusting us with their pts.",40.8108915,-73.9535166,"133 Morningside Avenue, New York, NY 10027, United States of America",,4/1/2025,Jerome Medical PC,Somos,1,,0,,
11/18/25,Neil Foley,Amityville Medical Care - Bethpage,Parneet Kaur,,Office Visit (Non-Provider),,Closed Completed,1366168320,"8 Seitz Dr, Bethpage, New York 11714",Promoted thakke,40.7251109,-73.48079054,"8 Seitz Drive, Bethpage, NY 11714, United States of America",,,Amityville Medical Care - Bethpage,,1,,0,,
11/18/25,Dulce Perello,Rafael Guillen,Rafael A Guillen,Internal Medicine,"Not in person Communication (email, phone, text)",,Closed Completed,1861430076,"800 Grand Concourse Frnt 5, Bronx, New York 10451",Received 2 ref for Hem from Dr. Guillen,40.82486205,-73.92260593,"800 Grand Concourse, New York, NY 10451, United States of America",Mount Sinai,4/1/2025,Mount Sinai,Somos,1,,0,,
11/18/25,Neil Foley,Hicksville medical center - Dr. Pervaiz,Sami Pervaiz,Pulmonary Disease,Office Visit (Non-Provider),,Closed Completed,1528592631,"475 Seaview Ave, Staten Island, New York 10305","Dr. Sami is out for the next week, but I spoke with the staff. Went into the office to follow up on Dr. Sami?s wife who I just scheduled last week for an iron infusion. I let them know that it?s the same process for any of their patients and that they could always reach out to me for future referrals.",40.58475285,-74.08605211,"475 Seaview Avenue, New York, NY 10305, United States of America",,,Hicksville medical center - Dr. Pervaiz,,1,,0,,
11/18/25,Dulce Perello,Medspan Associates - Brooklyn - S 3rd St,Sixto R Caro,,"Not in person Communication (email, phone, text)",,Closed Completed,1639138654,"231 S 3rd St, Brooklyn, New York 11211",Received ref for onc from dr Caro,40.7111257,-73.95815674,"231 South 3rd Street, New York, NY 11211, United States of America",Mount Sinai,4/1/2025,Mount Sinai,Somos,1,,0,,
11/18/25,Neil Foley,Advanced Urology Centers Of New York - Bethpage,Andrew Chan,,Office Visit (Non-Provider),,Closed Completed,1356304273,"480 Hicksville Rd, Bethpage, New York 11714",I stopped by to try and resolve their all scripts pop and they were having. Got the office manager?s email and emailed her a full list of our providers so they can email IT and get this problem fixed.,40.73803715,-73.49435777,"480 Hicksville Road, Bethpage, NY 11714, United States of America",,,Advanced Urology Centers Of New York - Bethpage,,1,,0,,
11/18/25,Dulce Perello,"Advantage Care Physician- Southern Blvd, Bronx",Ishack Abdul,General Practice,Office Visit (Non-Provider),,Closed Completed,1538768437,"3728 77th St, Jackson Hts, New York 11372","Left holiday wine basket with Luca, office manager, for Dr Abdul and Dr Uddin. I also sent them each a message.",40.753129,-73.889656,"3728 77th Street, New York, NY 11372, United States of America",,,"Advantage Care Physician- Southern Blvd, Bronx",,0.45,,0,,
11/18/25,Neil Foley,Harmony Health care - Westbury,Marjorie C Charles,,Office Visit (Non-Provider),,Closed Completed,1205165164,"13802 Queens Blvd Fl 2, Briarwood, New York 11435",Sat down with Layla the patient navigator let her know she sends the most referrals and that she?s doing great. She mentioned that she wasn?t getting reports back from nephrology so I will follow up with them,40.70710317,-73.81707923,"13802 Queens Boulevard, New York, NY 11435, United States of America",,,Harmony Health care - Westbury,,0.5,,0,,
11/18/25,Dulce Perello,B Fajardo MD PC,Bienvenido Fajardo,Internal Medicine,"Not in person Communication (email, phone, text)",,Closed Completed,1528153467,"37 Nagle Ave Apt 1d, New York, New York 10040","Received a call from Miguel Alcantara, who works with Dr. Fajardo as part of his IPA call Bronx United IPA inc. He invited NYCB to participate at their annual event to sponsor. NYCB will not be able to participate this year.",40.85956695,-73.92953665,"37 Nagle Avenue, New York, NY 10040, United States of America",,,B Fajardo MD PC,,1,,0,,
11/18/25,Neil Foley,Wedrivehealth,Nathaniel Saintus,Internal Medicine,Office Visit (Provider),,Closed Completed,1881077014,"34 Oregon St, Deer Park, New York 11729",Spoke with Melissa the nurse practitioner she sent us a few referrals directly to me so I wanted to pop in and just introduce myself. Let them know that they can still do that and just ask how services have been,40.7748429,-73.31126762,"34 Oregon Street, Deer Park, NY 11729, United States of America",,,Wedrivehealth,,1,,0,,
11/18/25,Dulce Perello,"Jose Goris, Md, Pc - New York - Fort Washington Ave Apt 1c",Federico Antonio Pichardo,,"Not in person Communication (email, phone, text)",,Closed Completed,1821213448,"435 Fort Washington Ave Apt 1c, New York, New York 10033",Received ref for Hem from NP Pichardo,40.84974,-73.9389157,"435 Fort Washington Avenue, New York, NY 10033, United States of America",,,"Jose Goris, Md, Pc - New York - Fort Washington Ave Apt 1c",,1,,0,,
11/18/25,Neil Foley,Advanced Urology Centers Of New York - Bethpage,Alfred D Kohan,,Office Visit (Non-Provider),,Closed Completed,1831152768,"480 Hicksville Rd, Bethpage, New York 11714",I stopped by to try and resolve their all scripts pop and they were having. Got the office manager?s email and emailed her a full list of our providers so they can email IT and get this problem fixed.,40.73803715,-73.49435777,"480 Hicksville Road, Bethpage, NY 11714, United States of America",,,Advanced Urology Centers Of New York - Bethpage,,1,,0,,
11/18/25,Tara Coleman,Long Island Digestive Disease Consultants - East Setauket,William J Cohn,,Office Visit (Non-Provider),,Closed Completed,1861459208,"3400 Nesconset Hwy Ste 101, East Setauket, New York 11733",New office in wading river! popped in to say hello! I dont expect this location to send high volume as this group is NW and they have there own Med Oncs down the road but still wanted to check in as well have a very close relationship with the whole group in Setauket for many years.,40.8977383,-73.08532693,"3400 Nesconset Highway, Terryville, NY 11733, United States of America",,,Long Island Digestive Disease Consultants - East Setauket,,1,,0,,
11/18/25,Neil Foley,The woman?s health Pavilion ? Westbury,Courtney Haggerty,Obstetrics/Gynecology,Office Visit (Non-Provider),,Closed Completed,1649727603,"3 Heather Dr, Kings Park, New York 11754","Spoke with Amanda services are fine. Wanted to say hi to Courtney and Dr. Saad, but she said to come back on thursday",40.8979976,-73.252164,"3 Heather Drive, Kings Park, Smithtown, NY 11754, United States of America",,,The woman?s health Pavilion ? Westbury,,1,,0,,
11/18/25,Tara Coleman,Long Island Digestive Disease Consultants - East Setauket,Emily Glazer,,Office Visit (Non-Provider),,Closed Completed,1881765014,"3400 Nesconset Hwy Ste 101, East Setauket, New York 11733",New office in wading river! popped in to say hello! I dont expect this location to send high volume as this group is NW and they have there own Med Oncs down the road but still wanted to check in as well have a very close relationship with the whole group in Setauket for many years.,40.8977383,-73.08532693,"3400 Nesconset Highway, Terryville, NY 11733, United States of America",,,Long Island Digestive Disease Consultants - East Setauket,,1,,0,,
11/18/25,Neil Foley,Shah Pain & Spine,Trusha Narendra Shah,Anesthesiology,Office Visit (Non-Provider),,Closed Completed,1699099036,"2800 Marcus Ave, New Hyde Park, New York 11042",Spoke with the office staff the office manager and doctor were not in today. I left them a folder of all the cancers. We treat all of our providers in Nassau County. I promoted Dr. Thakker,40.75979795,-73.69544925,"2800 Marcus Avenue, Village of New Hyde Park, NY 11042, United States of America",,,Shah Pain & Spine,,1,,0,,
11/18/25,Tara Coleman,Catholic Health Riverhead,Joy H Curran,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1063723112,"900 Washington Rd, West Point, New York 10996","Checking in to meet Dr. O'Donaghue, MD wasnt in but got to connect with the FD and coordinator, coordinator expressed there are long hold times when scheduling, told them I'm here to help!! Asked them to call me w STAT or urgent needs, Staff was excited to here this told them I'd get everything scheduled and save them time on the phone. If volume is high I'll loop in Paul to give out NP email.",41.4017802,-73.9773375,"900 Washington Road, Highlands, NY 10996, United States of America",Catholic Health,9/20/2024,Catholic Health,,1,,0,,
11/18/25,Tara Coleman,DO not use* stop creating doubles! NYU Langone * - Middle Island,Kimberly A Daleo,,Office Visit (Non-Provider),,Closed Completed,#N/A,,"Visiting new site to say hello, spoke with OM refreshed w business cards, no issues or questions. Made them VIP callers a few years ago which has worked out nicely fixing there previous issues.",,,,,,DO not use* stop creating doubles! NYU Langone * - Middle Island,,,,0,,
11/18/25,Tara Coleman,Catholic Health Riverhead,Scott M Press,Multi-Specialty,Office Visit (Non-Provider),,Closed Completed,1609877588,"635 Belle Terre Rd Ste 106, Prt Jefferson, New York 11777","Checking in to meet Dr. O'Donaghue, MD wasnt in but got to connect with the FD and coordinator, coordinator expressed there are long hold times when scheduling, told them I'm here to help!! Asked them to call me w STAT or urgent needs, Staff was excited to here this told them I'd get everything scheduled and save them time on the phone. If volume is high I'll loop in Paul to give out NP email.",40.941895,-73.056289,"635 Belle Terre Road, Port Jefferson, NY 11777, United States of America",,,Catholic Health Riverhead,,1,,0,,
11/18/25,Tara Coleman,Long Island Digestive Disease Consultants - East Setauket,Seth Evan Persky,,Office Visit (Non-Provider),,Closed Completed,1508823600,"3400 Nesconset Hwy Ste 101, East Setauket, New York 11733",New office in wading river! popped in to say hello! I dont expect this location to send high volume as this group is NW and they have there own Med Oncs down the road but still wanted to check in as well have a very close relationship with the whole group in Setauket for many years.,40.8977383,-73.08532693,"3400 Nesconset Highway, Terryville, NY 11733, United States of America",,,Long Island Digestive Disease Consultants - East Setauket,,1,,0,,
11/18/25,Tara Coleman,Long Island Digestive Disease Consultants - East Setauket,Robert John Baranowski,,Office Visit (Non-Provider),,Closed Completed,1205892205,"3400 Nesconset Hwy Ste 101, East Setauket, New York 11733",New office in wading river! popped in to say hello! I dont expect this location to send high volume as this group is NW and they have there own Med Oncs down the road but still wanted to check in as well have a very close relationship with the whole group in Setauket for many years.,40.8977383,-73.08532693,"3400 Nesconset Highway, Terryville, NY 11733, United States of America",,,Long Island Digestive Disease Consultants - East Setauket,,1,,0,,
